UNDECLARED_FUNCTION,1
MISSED_SEMICOLON,3
MISSED_OPENING_PARANTHESIS,0
MISSED_CLOSING_PRANATHESIS,1
MISSED_OPEN_CURLY_BRACKET,0
MISSED_CLOSE_CURLY_BRACKET,1
UNDECLARED_VARIABLE,2
